Название пары,Текущая цена,Максимальная цена за сутки,Минимальная цена за сутки,Изменение цены за сутки,Изменение цены в процентах за сутки,Объем торгов за сутки
ALPHABUSD,0.11470000,0.11840000,0.11170000,-0.00310000,-2.632%,1291690.00000000
ALPHAUSDT,0.11460000,0.11840000,0.11140000,-0.00320000,-2.716%,11870953.00000000
VIDTBTC,0.00001812,0.00001873,0.00001760,-0.00000048,-2.581%,776120.00000000
VIDTBUSD,0.36840000,0.38650000,0.35830000,-0.01370000,-3.585%,3000986.00000000
AAVEBNB,0.28630000,0.29440000,0.28230000,-0.00660000,-2.253%,817.49100000
BTCBRL,107711.00000000,110249.00000000,106632.00000000,-2337.00000000,-2.124%,548.98403000
USDTBRL,5.32800000,5.35000000,5.28500000,-0.00800000,-0.150%,8104872.70000000
AAVEBTC,0.00406200,0.00411800,0.00397300,-0.00003700,-0.903%,11827.63300000
AAVEETH,0.05440000,0.05480000,0.05330000,-0.00020000,-0.366%,2340.20400000
AAVEBUSD,82.10000000,85.30000000,80.50000000,-2.40000000,-2.840%,18598.80800000
AAVEUSDT,82.10000000,85.30000000,80.50000000,-2.40000000,-2.840%,123025.86400000
AAVEBKRW,164167.00000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
NEARBNB,0.01023500,0.01078200,0.01006700,-0.00051500,-4.791%,12965.60000000
NEARBTC,0.00014525,0.00015064,0.00014398,-0.00000480,-3.199%,486702.50000000
NEARBUSD,2.93600000,3.12500000,2.89100000,-0.15800000,-5.107%,3008337.10000000
NEARUSDT,2.93700000,3.12500000,2.89000000,-0.15700000,-5.074%,10281557.60000000
SXPUPUSDT,0.17426000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SXPDOWNUSDT,0.08950000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DOTBKRW,13514.98000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SXPGBP,0.40800000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FILBNB,0.01810000,0.01860000,0.01800000,-0.00040000,-2.162%,12220.94000000
FILBTC,0.00025760,0.00026080,0.00025430,-0.00000180,-0.694%,156424.59000000
FILBUSD,5.21000000,5.39000000,5.11000000,-0.14000000,-2.617%,1170622.03000000
FILUSDT,5.20000000,5.39000000,5.12000000,-0.15000000,-2.804%,4296351.91000000
FILUPUSDT,0.15150000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FILDOWNUSDT,0.00076660,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
YFIUPUSDT,0.11690000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
YFIDOWNUSDT,0.90090000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
INJBNB,0.00684000,0.00761000,0.00666000,-0.00023000,-3.253%,189380.30000000
INJBTC,0.00009710,0.00010650,0.00009440,-0.00000210,-2.117%,227753.30000000
INJBUSD,1.96300000,2.20100000,1.89600000,-0.08100000,-3.963%,1483896.30000000
INJUSDT,1.96100000,2.21000000,1.90100000,-0.08200000,-4.014%,6402738.40000000
AERGOBTC,0.00000731,0.00000755,0.00000708,0.00000022,3.103%,1314748.00000000
AERGOBUSD,0.14750000,0.15370000,0.14460000,0.00130000,0.889%,8800893.00000000
LINKEUR,7.00800000,7.22100000,6.86100000,-0.14200000,-1.986%,83194.57000000
ONEBUSD,0.01817000,0.01859000,0.01775000,0.00004000,0.221%,74876082.90000000
EASYETH,0.00623000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AUDIOBTC,0.00000932,0.00000951,0.00000916,-0.00000016,-1.688%,517034.90000000
AUDIOBUSD,0.18800000,0.19700000,0.18500000,-0.00700000,-3.590%,2966639.70000000
AUDIOUSDT,0.18900000,0.19700000,0.18500000,-0.00600000,-3.077%,8932514.90000000
CTKBNB,0.00278900,0.00291500,0.00277500,-0.00009300,-3.227%,212420.30000000
CTKBTC,0.00003953,0.00004080,0.00003944,-0.00000075,-1.862%,572881.60000000
CTKBUSD,0.80000000,0.83900000,0.79400000,-0.03200000,-3.846%,278291.60000000
CTKUSDT,0.80000000,0.84000000,0.79300000,-0.03200000,-3.846%,1849781.50000000
BCHUPUSDT,0.07240000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BCHDOWNUSDT,0.22470000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BOTBTC,0.04906000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BOTBUSD,2783.23000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ETHBRL,8031.98000000,8364.14000000,7915.00000000,-224.74000000,-2.722%,2219.87180000
DOTEUR,6.43000000,6.54000000,6.29000000,-0.02000000,-0.310%,60967.16000000
AKROBTC,0.00000013,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AKROUSDT,0.00356000,0.00367000,0.00350000,-0.00006000,-1.657%,113523336.00000000
KP3RBNB,0.32680000,0.34700000,0.32680000,-0.01040000,-3.084%,139.60000000
KP3RBUSD,94.25000000,100.00000000,93.50000000,-3.56000000,-3.640%,5279.59000000
AXSBNB,0.03090000,0.03230000,0.03050000,-0.00120000,-3.738%,5270.59000000
AXSBTC,0.00044000,0.00045200,0.00043500,-0.00000900,-2.004%,54976.87000000
AXSBUSD,8.90000000,9.33000000,8.71000000,-0.37000000,-3.991%,256595.10000000
AXSUSDT,8.89000000,9.33000000,8.70000000,-0.38000000,-4.099%,1335559.23000000
HARDBNB,0.00071900,0.00074700,0.00071000,-0.00002600,-3.490%,161670.00000000
HARDBTC,0.00001022,0.00001046,0.00001008,-0.00000017,-1.636%,408782.00000000
HARDBUSD,0.20560000,0.21550000,0.20290000,-0.00900000,-4.194%,592453.00000000
HARDUSDT,0.20610000,0.21540000,0.20280000,-0.00820000,-3.826%,3313850.00000000
BNBBRL,1528.00000000,1544.00000000,1506.00000000,-10.00000000,-0.650%,1165.32100000
LTCEUR,54.46000000,56.53000000,53.81000000,-1.16000000,-2.086%,16159.13600000
RENBTCBTC,0.99310000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RENBTCETH,16.29900000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DNTBUSD,0.03600000,0.04730000,0.02890000,0.00700000,24.138%,334970980.00000000
DNTUSDT,0.03600000,0.04750000,0.02900000,0.00700000,24.138%,369074186.00000000
SLPETH,0.00000215,0.00000217,0.00000212,-0.00000002,-0.922%,11869590.00000000
ADAEUR,0.38700000,0.40880000,0.38100000,-0.01740000,-4.303%,5384000.10000000
LTCNGN,78132.00000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CVPETH,0.00031530,0.00037930,0.00026760,0.00004370,16.090%,1434437.00000000
CVPBUSD,0.47520000,0.59400000,0.41390000,0.05460000,12.981%,59463103.60000000
STRAXBTC,0.00002603,0.00002650,0.00002587,-0.00000005,-0.192%,110157.70000000
STRAXETH,0.00034960,0.00035540,0.00034250,0.00000170,0.489%,147676.50000000
STRAXBUSD,0.52700000,0.54200000,0.52300000,-0.01200000,-2.226%,199298.90000000
STRAXUSDT,0.52800000,0.54300000,0.52200000,-0.01100000,-2.041%,646368.50000000
FORBTC,0.00000095,0.00000095,0.00000092,0.00000000,0.000%,4365155.00000000
FORBUSD,0.01904000,0.01950000,0.01860000,-0.00042000,-2.158%,6970439.70000000
UNFIBNB,0.02654000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
UNFIBTC,0.00027850,0.00028590,0.00027380,-0.00000740,-2.588%,28405.00000000
UNFIBUSD,5.63500000,5.89600000,5.51700000,-0.26000000,-4.411%,115711.80000000
UNFIUSDT,5.62600000,5.89700000,5.51000000,-0.26900000,-4.563%,1168882.10000000
FRONTETH,0.00033040,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FRONTBUSD,0.23170000,0.24020000,0.23010000,-0.00770000,-3.216%,1641575.00000000
BCHABUSD,43.64100000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
ROSEBTC,0.00000304,0.00000316,0.00000299,-0.00000007,-2.251%,6174342.00000000
ROSEBUSD,0.06144000,0.06493000,0.06058000,-0.00268000,-4.180%,43261118.70000000
ROSEUSDT,0.06145000,0.06495000,0.06041000,-0.00264000,-4.119%,165745224.70000000
AVAXTRY,324.50000000,327.00000000,315.10000000,3.80000000,1.185%,195155.73000000
BUSDBRL,5.32400000,5.35000000,5.28500000,-0.01200000,-0.225%,3936130.80000000
AVAUSDT,0.71300000,0.73300000,0.70800000,-0.01900000,-2.596%,354692.60000000
SYSBUSD,0.14800000,0.15170000,0.14610000,-0.00220000,-1.465%,1481007.00000000
XEMUSDT,0.03920000,0.03990000,0.03880000,-0.00040000,-1.010%,9145288.00000000
HEGICETH,0.00001647,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
HEGICBUSD,0.02120000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AAVEUPUSDT,0.60080000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AAVEDOWNUSDT,0.00467300,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
PROMBNB,0.01916000,0.01953000,0.01888000,-0.00016000,-0.828%,2257.43000000
PROMBUSD,5.48000000,5.62000000,5.43000000,-0.13000000,-2.317%,54424.08000000
XRPBRL,2.46100000,2.52300000,2.42900000,-0.05500000,-2.186%,335319.00000000
XRPNGN,214.17000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SKLBTC,0.00000178,0.00000185,0.00000175,-0.00000003,-1.657%,2901782.00000000
SKLBUSD,0.03598000,0.03798000,0.03529000,-0.00142000,-3.797%,12543610.00000000
SKLUSDT,0.03593000,0.03800000,0.03529000,-0.00142000,-3.802%,88077766.00000000
BCHEUR,113.10000000,115.40000000,111.70000000,-1.20000000,-1.050%,721.68700000
YFIEUR,7918.00000000,8404.00000000,7918.00000000,-417.00000000,-5.003%,8.31109000
ZILBIDR,464.00,478.00,458.00,-11.00,-2.316%,3012898.00000000
SUSDBTC,0.00002065,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SUSDETH,0.00052700,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SUSDUSDT,0.99600000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
COVERETH,0.06373000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
COVERBUSD,193.60000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GLMBTC,0.00001308,0.00001330,0.00001299,-0.00000007,-0.532%,246006.00000000
GLMETH,0.00017560,0.00017760,0.00017330,0.00000040,0.228%,60210.00000000
GHSTETH,0.00081750,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
GHSTBUSD,1.13800000,1.14400000,1.13300000,-0.00200000,-0.175%,13572.70000000
SUSHIUPUSDT,0.00471400,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SUSHIDOWNUSDT,37.37000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XLMUPUSDT,0.02430000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
XLMDOWNUSDT,4.30400000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LINKBRL,37.13000000,38.37000000,36.38000000,-1.13000000,-2.953%,17891.22000000
LINKNGN,11772.00000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
LTCRUB,3339.60000000,3477.40000000,3299.20000000,-104.30000000,-3.029%,733.94300000
TRXTRY,1.18570000,1.19660000,1.17750000,-0.00380000,-0.319%,10145178.00000000
XLMEUR,0.11110000,0.11430000,0.10980000,-0.00180000,-1.594%,1600860.00000000
DFETH,0.00007020,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
DFBUSD,0.05090000,0.05880000,0.04770000,0.00180000,3.666%,179085608.00000000
GRTBTC,0.00000397,0.00000404,0.00000391,-0.00000005,-1.244%,1475213.00000000
GRTETH,0.00005320,0.00005370,0.00005260,-0.00000040,-0.746%,547603.00000000
GRTUSDT,0.08020000,0.08390000,0.07870000,-0.00280000,-3.373%,71924083.00000000
JUVBTC,0.00018400,0.00018760,0.00017930,-0.00000200,-1.075%,10927.66000000
JUVBUSD,3.70000000,3.86000000,3.63000000,-0.12000000,-3.141%,27738.77000000
JUVUSDT,3.73000000,3.87000000,3.63000000,-0.08000000,-2.100%,141933.03000000
PSGBTC,0.00032630,0.00033220,0.00031710,-0.00000460,-1.390%,22216.50000000
PSGBUSD,6.60000000,6.86000000,6.42000000,-0.22000000,-3.226%,13729.29000000
PSGUSDT,6.62000000,6.86000000,6.40000000,-0.19000000,-2.790%,120095.12000000
BUSDBVND,23720.00,0.00,0.00,0.00,0.000%,0.00000000
USDTBVND,23710.00,0.00,0.00,0.00,0.000%,0.00000000
1INCHBTC,0.00002977,0.00002978,0.00002901,0.00000045,1.535%,163661.10000000
1INCHUSDT,0.60200000,0.61400000,0.58300000,-0.00200000,-0.331%,4766192.40000000
REEFBTC,0.00000014,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
REEFUSDT,0.00531200,0.00571800,0.00520900,-0.00038900,-6.823%,1476879225.00000000
OGBTC,0.00018520,0.00019010,0.00018500,-0.00000280,-1.489%,7603.10000000
OGUSDT,3.77800000,3.88800000,3.72400000,-0.10500000,-2.704%,99864.90000000
ATMBTC,0.00016000,0.00016390,0.00015790,-0.00000370,-2.260%,19197.74000000
ATMUSDT,3.25000000,3.38000000,3.19000000,-0.12000000,-3.561%,94543.28000000
ASRBTC,0.00014800,0.00015000,0.00014440,-0.00000080,-0.538%,5888.90000000
ASRUSDT,3.00200000,3.07400000,2.92100000,-0.06100000,-1.992%,143889.30000000
CELOBTC,0.00003454,0.00003614,0.00003422,-0.00000055,-1.567%,242734.70000000
CELOUSDT,0.69900000,0.74500000,0.68900000,-0.02500000,-3.453%,4457932.80000000
RIFBTC,0.00000259,0.00000276,0.00000258,-0.00000003,-1.145%,3641070.00000000
RIFUSDT,0.05240000,0.05730000,0.05220000,-0.00140000,-2.602%,13840117.00000000
CHZTRY,3.58000000,3.78600000,3.50500000,-0.16700000,-4.457%,15321691.00000000
XLMTRY,2.07800000,2.14100000,2.05500000,-0.04500000,-2.120%,2132254.00000000
LINKGBP,6.05300000,6.24300000,5.91700000,-0.13000000,-2.103%,18936.15000000
GRTEUR,0.08050000,0.08520000,0.07960000,-0.00170000,-2.068%,987813.00000000
BTCSTBTC,0.00042940,0.00044190,0.00042500,0.00000300,0.704%,20484.29000000
BTCSTBUSD,8.66000000,8.97000000,8.64000000,-0.15000000,-1.703%,81500.33000000
BTCSTUSDT,8.67000000,8.96000000,8.63000000,-0.12000000,-1.365%,150522.38000000
TRUBTC,0.00000229,0.00000234,0.00000228,-0.00000002,-0.866%,670844.00000000
TRUBUSD,0.53570000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TRUUSDT,0.04640000,0.04850000,0.04590000,-0.00140000,-2.929%,7536140.00000000
DEXEETH,0.00199000,0.00203000,0.00192600,0.00004200,2.156%,19240.08000000
DEXEBUSD,2.99900000,3.06400000,2.98700000,-0.03000000,-0.990%,60618.37000000
EOSEUR,1.15300000,1.16700000,1.11500000,0.02300000,2.035%,114705.30000000
LTCBRL,288.40000000,299.30000000,285.00000000,-9.60000000,-3.221%,2409.61800000
USDCBUSD,0.99990000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
TUSDBUSD,0.99990000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
PAXBUSD,1.00000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CKBBTC,0.00000015,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CKBBUSD,0.00346000,0.00358000,0.00344000,-0.00008000,-2.260%,24648887.00000000
CKBUSDT,0.00345000,0.00357000,0.00343000,-0.00009000,-2.542%,94887693.00000000
TWTBTC,0.00005529,0.00005684,0.00005484,-0.00000148,-2.607%,317836.00000000
TWTBUSD,1.11990000,1.17130000,1.10660000,-0.05010000,-4.282%,1083186.00000000
TWTUSDT,1.11770000,1.17130000,1.10480000,-0.05310000,-4.535%,2759711.00000000
FIROBTC,0.00010980,0.00011150,0.00010960,-0.00000100,-0.903%,23552.00000000
FIROETH,0.00133300,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
FIROUSDT,2.22300000,2.29700000,2.20800000,-0.06300000,-2.756%,113577.30000000
BETHETH,0.98050000,0.98490000,0.98040000,-0.00310000,-0.315%,2318.15710000
DOGEEUR,0.08196000,0.08578000,0.07266000,0.00545000,7.123%,136567438.00000000
DOGETRY,1.53300000,1.61000000,1.36500000,0.09300000,6.458%,333549115.00000000
DOGEAUD,0.12736000,0.13227000,0.11229000,0.00877000,7.395%,16727460.00000000
DOGEBRL,0.43560000,0.45260000,0.38480000,0.02710000,6.634%,21183673.00000000
DOTNGN,10716.00000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
PROSETH,0.00041370,0.00041850,0.00040050,-0.00000300,-0.720%,153822.00000000
LITBTC,0.00003844,0.00003998,0.00003714,-0.00000044,-1.132%,435932.50000000
LITBUSD,0.77600000,0.86000000,0.75200000,-0.02300000,-2.879%,7786993.60000000
LITUSDT,0.77700000,0.82800000,0.75200000,-0.02400000,-2.996%,10614230.90000000
BTCVAI,56876.40000000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BUSDVAI,1.04100000,1.04100000,1.03300000,0.00800000,0.774%,304.10000000
SFPBTC,0.00002026,0.00002036,0.00001910,0.00000094,4.865%,40280.00000000
SFPBUSD,0.40980000,0.41100000,0.38780000,0.01080000,2.707%,1106999.00000000
SFPUSDT,0.40990000,0.41120000,0.38710000,0.01110000,2.783%,7009077.00000000
DOGEGBP,0.07099000,0.07430000,0.06265000,0.00470000,7.090%,27551135.00000000
DOTTRY,120.10000000,122.60000000,118.10000000,-1.30000000,-1.071%,26825.47000000
FXSBTC,0.00029616,0.00030320,0.00029263,0.00000186,0.632%,19473.10000000
FXSBUSD,5.98800000,6.20700000,5.96500000,-0.09100000,-1.497%,43146.60000000
DODOBTC,0.00000636,0.00000658,0.00000630,-0.00000017,-2.603%,354646.20000000
DODOBUSD,0.12860000,0.13610000,0.12660000,-0.00620000,-4.599%,5736508.10000000
DODOUSDT,0.12850000,0.13620000,0.12650000,-0.00620000,-4.603%,7862389.30000000
FRONTBTC,0.00001144,0.00001170,0.00001135,-0.00000017,-1.464%,482607.00000000
EASYBTC,0.00029250,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CAKEBTC,0.00021910,0.00022020,0.00021630,0.00000180,0.828%,70538.41000000
CAKEUSDT,4.42900000,4.53800000,4.40000000,-0.05600000,-1.249%,696052.44000000
BAKEBUSD,0.23220000,0.23790000,0.22800000,-0.00390000,-1.652%,7281124.20000000
UFTETH,0.00020640,0.00021540,0.00020510,-0.00000630,-2.962%,232658.00000000
UFTBUSD,0.31140000,0.33330000,0.30860000,-0.01760000,-5.350%,5813465.00000000
1INCHBUSD,0.60200000,0.61300000,0.58400000,-0.00200000,-0.331%,1072408.10000000
BANDBUSD,1.11800000,1.14300000,1.09700000,-0.01500000,-1.324%,467050.50000000
GRTBUSD,0.08020000,0.08380000,0.07870000,-0.00280000,-3.373%,7404409.00000000
IOSTBUSD,0.01117000,0.01156000,0.01105000,-0.00029000,-2.531%,16313034.20000000
OMGBUSD,1.63200000,1.70100000,1.60200000,-0.04300000,-2.567%,101159.10000000
REEFBUSD,0.00531200,0.00571900,0.00521100,-0.00039300,-6.889%,959519648.90000000
ACMBTC,0.00015530,0.00015960,0.00015070,-0.00000400,-2.511%,5555.80000000
ACMBUSD,3.14200000,3.29200000,3.05800000,-0.14500000,-4.411%,31599.40000000
ACMUSDT,3.14700000,3.29000000,3.05800000,-0.13900000,-4.230%,149484.50000000
AUCTIONBTC,0.00028250,0.00029120,0.00028060,-0.00000810,-2.787%,10839.90000000
AUCTIONBUSD,5.71000000,6.01000000,5.64000000,-0.30000000,-4.992%,123228.95000000
PHABTC,0.00000929,0.00001006,0.00000808,0.00000066,7.648%,6243050.00000000
PHABUSD,0.18760000,0.20230000,0.16690000,0.00960000,5.393%,72126012.00000000
DOTGBP,5.56000000,5.64000000,5.44000000,-0.04000000,-0.714%,18034.71000000
ADATRY,7.23000000,7.66000000,7.12000000,-0.39000000,-5.118%,3488116.70000000
ADABRL,2.05300000,2.17500000,2.01800000,-0.11100000,-5.129%,579997.10000000
ADAGBP,0.33420000,0.35320000,0.32910000,-0.01740000,-4.949%,1235504.00000000
TVKBTC,0.00000173,0.00000176,0.00000171,-0.00000002,-1.143%,2203973.00000000
TVKBUSD,0.03480000,0.03610000,0.03440000,-0.00120000,-3.333%,6434602.00000000
BADGERBTC,0.00016700,0.00017110,0.00016700,-0.00000330,-1.938%,26382.60000000
BADGERBUSD,3.38000000,3.53000000,3.36000000,-0.15000000,-4.249%,15203.93000000
BADGERUSDT,3.40000000,3.54000000,3.36000000,-0.11000000,-3.134%,133610.90000000
FISBTC,0.00001818,0.00001883,0.00001809,-0.00000015,-0.818%,204544.00000000
FISBUSD,0.36570000,0.38620000,0.36290000,-0.01240000,-3.280%,470182.00000000
FISUSDT,0.36650000,0.38650000,0.36340000,-0.01100000,-2.914%,1457145.00000000
DOTBRL,34.14000000,34.74000000,33.48000000,-0.48000000,-1.386%,15253.59000000
ADAAUD,0.60140000,0.63290000,0.59060000,-0.02850000,-4.525%,737186.00000000
HOTTRY,0.03641000,0.03837000,0.03590000,-0.00068000,-1.833%,740263757.00000000
EGLDEUR,56.25000000,57.40000000,54.97000000,-0.72000000,-1.264%,5520.75000000
OMBTC,0.00000210,0.00000214,0.00000210,-0.00000003,-1.408%,1022927.00000000
OMBUSD,0.04250000,0.04410000,0.04220000,-0.00120000,-2.746%,1302638.00000000
OMUSDT,0.04260000,0.04410000,0.04230000,-0.00110000,-2.517%,4233558.00000000
PONDBTC,0.00000053,0.00000054,0.00000051,0.00000001,1.923%,24732900.00000000
PONDBUSD,0.01054000,0.01120000,0.01038000,-0.00030000,-2.768%,38493582.12000000
PONDUSDT,0.01056000,0.01120000,0.01035000,-0.00029000,-2.673%,108730914.84000000
DEGOBTC,0.00009063,0.00009187,0.00008983,-0.00000070,-0.766%,84086.93000000
DEGOBUSD,1.83800000,1.89100000,1.82800000,-0.04600000,-2.442%,93741.01000000
DEGOUSDT,1.83500000,1.88900000,1.83000000,-0.04800000,-2.549%,358778.87000000
AVAXEUR,17.37000000,17.49000000,16.81000000,0.34000000,1.996%,21865.47000000
BTTTRY,0.03783000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
CHZBRL,1.01400000,1.07000000,0.99300000,-0.05300000,-4.967%,2574217.00000000
UNIEUR,6.66000000,7.15000000,6.53000000,-0.26000000,-3.757%,6561.88000000
ALICEBTC,0.00007950,0.00008050,0.00007850,0.00000040,0.506%,156394.22000000
ALICEBUSD,1.61000000,1.67000000,1.58000000,-0.02000000,-1.227%,444503.55000000
ALICEUSDT,1.60900000,1.66900000,1.57900000,-0.02100000,-1.288%,2053697.33000000
CHZBUSD,0.19050000,0.20190000,0.18620000,-0.00960000,-4.798%,42311292.00000000
CHZEUR,0.19150000,0.20180000,0.18740000,-0.00750000,-3.769%,2318037.00000000
CHZGBP,0.16420000,0.17430000,0.16340000,-0.01010000,-5.795%,125821.00000000
BIFIBNB,2.77700000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BIFIBUSD,374.60000000,435.00000000,346.50000000,24.40000000,6.967%,15774.88600000
LINABTC,0.00000040,0.00000042,0.00000038,0.00000001,2.564%,13848552.00000000
LINABUSD,0.00810000,0.00835000,0.00790000,0.00003000,0.372%,39283574.70000000
LINAUSDT,0.00811000,0.00836000,0.00791000,0.00004000,0.496%,340248804.55000000
ADARUB,23.54000000,25.13000000,23.40000000,-1.46000000,-5.840%,63829.40000000
ENJBRL,2.31400000,2.39200000,2.30900000,-0.07300000,-3.058%,10302.40000000
ENJEUR,0.43690000,0.45230000,0.43170000,-0.01050000,-2.347%,478425.50000000
MATICEUR,0.91780000,0.94700000,0.89700000,-0.00650000,-0.703%,1428659.60000000
NEOTRY,159.00000000,164.90000000,157.20000000,-4.20000000,-2.574%,8162.46000000
PERPBTC,0.00002671,0.00002778,0.00002653,-0.00000080,-2.908%,327025.84000000
PERPBUSD,0.54100000,0.57200000,0.53400000,-0.02800000,-4.921%,1074634.53000000
PERPUSDT,0.54100000,0.57200000,0.53300000,-0.02700000,-4.754%,3067411.55000000
RAMPBTC,0.00000273,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RAMPBUSD,0.05210000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RAMPUSDT,0.05240000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
SUPERBTC,0.00000613,0.00000680,0.00000609,-0.00000006,-0.969%,1007890.00000000
SUPERBUSD,0.12370000,0.13110000,0.12300000,-0.00440000,-3.435%,1056753.00000000
SUPERUSDT,0.12390000,0.12980000,0.12300000,-0.00400000,-3.127%,4206071.00000000
CFXBTC,0.00000184,0.00000190,0.00000182,-0.00000004,-2.128%,1892704.00000000
CFXBUSD,0.03720000,0.03930000,0.03680000,-0.00160000,-4.124%,5221308.00000000
CFXUSDT,0.03740000,0.03920000,0.03690000,-0.00130000,-3.359%,13147798.00000000
ENJGBP,0.37460000,0.38940000,0.37230000,-0.01300000,-3.354%,63028.00000000
EOSTRY,21.61000000,21.90000000,20.92000000,0.35000000,1.646%,227302.30000000
LTCGBP,46.96000000,48.78000000,46.42000000,-1.35000000,-2.794%,1462.49200000
LUNAEUR,0.00006000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
RVNTRY,0.58060000,0.60580000,0.57090000,-0.02440000,-4.033%,35810491.85000000
THETAEUR,1.15700000,1.15700000,1.08700000,0.04100000,3.674%,119449.30000000
XVGBUSD,0.00310000,0.00319000,0.00308000,-0.00008000,-2.516%,26951676.60000000
EPSBTC,0.00000499,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EPSBUSD,0.16790000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
EPSUSDT,0.16790000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
AUTOBTC,0.01192000,0.01257000,0.01164000,0.00021000,1.793%,413.42300000
AUTOBUSD,241.00000000,258.50000000,239.60000000,-0.70000000,-0.290%,2318.78000000
AUTOUSDT,241.00000000,259.60000000,239.20000000,-1.10000000,-0.454%,4072.93400000
TKOBTC,0.00001186,0.00001212,0.00001182,-0.00000005,-0.420%,196100.30000000
TKOBIDR,3732.78,3875.00,3720.00,-80.88,-2.121%,158778.40000000
TKOBUSD,0.23900000,0.24900000,0.23900000,-0.00700000,-2.846%,330330.00000000
TKOUSDT,0.23900000,0.24900000,0.23900000,-0.00600000,-2.449%,958459.80000000
PUNDIXETH,0.00032270,0.00032780,0.00031840,-0.00000020,-0.062%,90099.70000000
PUNDIXUSDT,0.48600000,0.50800000,0.48000000,-0.01500000,-2.994%,3664491.60000000
BTTBRL,0.01553000,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BTTEUR,0.00243600,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
HOTEUR,0.00193500,0.00205400,0.00192500,-0.00002100,-1.074%,38322744.00000000
WINEUR,0.00010350,0.00010510,0.00010230,0.00000020,0.194%,1344911145.00000000
TLMBTC,0.00000102,0.00000104,0.00000101,-0.00000002,-1.923%,3772937.00000000
TLMBUSD,0.02059000,0.02153000,0.02032000,-0.00084000,-3.920%,45807394.00000000
TLMUSDT,0.02059000,0.02154000,0.02037000,-0.00082000,-3.830%,63923454.00000000
1INCHUPUSDT,0.06570300,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
1INCHDOWNUSDT,0.00614800,0.00000000,0.00000000,0.00000000,0.000%,0.00000000
BTGBUSD,17.62000000,22.77000000,17.50000000,-0.88000000,-4.757%,362286.48000000
