Название пары,Текущая цена,Максимальная цена за сутки,Минимальная цена за сутки,Изменение цены за сутки,Изменение цены в процентах за сутки,Объем торгов за сутки
ASTRETH,0.00002396,0.00002404,0.00002328,0.00000020,0.842%,871252.00000000
BSWTRY,4.75000000,5.00000000,4.72000000,-0.17000000,-3.455%,896908.31000000
FTTETH,0.01609000,0.01613000,0.01566000,0.00031000,1.965%,30448.33400000
FUNBNB,0.00002611,0.00002652,0.00002596,-0.00000006,-0.229%,833519.00000000
PORTOBUSD,3.96530000,4.09980000,3.80590000,-0.10740000,-2.637%,196517.47000000
STEEMUSDT,0.22930000,0.23560000,0.22780000,-0.00460000,-1.967%,668307.90000000
ZILEUR,0.03004000,0.03086000,0.02960000,-0.00034000,-1.119%,397367.30000000
APEBRL,24.68000000,26.28000000,24.36000000,-1.09000000,-4.230%,2599.51000000
AUDIOTRY,3.54000000,3.69000000,3.46000000,-0.12000000,-3.279%,646668.76000000
BTTCBUSD,0.00000079,0.00000082,0.00000079,-0.00000002,-2.469%,274545390193.0
GMTAUD,0.75160000,0.81330000,0.73690000,-0.04960000,-6.191%,346153.20000000
MBLBUSD,0.00315500,0.00324900,0.00312700,-0.00006000,-1.866%,18734191.00000000
MOBUSDT,0.82500000,0.86000000,0.81900000,-0.03300000,-3.846%,428155.68000000
MOBBUSD,0.82600000,0.86100000,0.82000000,-0.03400000,-3.953%,119780.74000000
MOBBTC,0.00004076,0.00004177,0.00004053,-0.00000091,-2.184%,90425.51000000
NEXOUSDT,0.97500000,1.02100000,0.95400000,-0.01600000,-1.615%,1806752.17000000
NEXOBUSD,0.97300000,1.02100000,0.95600000,-0.03000000,-2.991%,255629.40000000
NEXOBTC,0.00004808,0.00005000,0.00004756,-0.00000007,-0.145%,409816.56000000
REIUSDT,0.03090000,0.03190000,0.03050000,-0.00080000,-2.524%,16292216.90000000
REIBNB,0.00010770,0.00011040,0.00010670,-0.00000270,-2.446%,4351280.30000000
REIETH,0.00002053,0.00002079,0.00002017,0.00000003,0.146%,2070466.50000000
GALUSDT,2.05800000,2.16100000,2.03000000,-0.08900000,-4.145%,2816158.94600000
GALBUSD,2.06200000,2.16000000,2.03000000,-0.08400000,-3.914%,951119.06400000
GALBNB,0.00712900,0.00743000,0.00710000,-0.00028300,-3.818%,7590.75000000
GALBTC,0.00010186,0.00010471,0.00010067,-0.00000226,-2.171%,89760.79300000
JASMYEUR,0.00454300,0.00491500,0.00444200,-0.00021700,-4.559%,41579572.30000000
KNCBNB,0.00306500,0.00319500,0.00303600,-0.00011800,-3.707%,17377.50000000
SHIBGBP,0.00000927,0.00000974,0.00000890,-0.00000025,-2.626%,10177163885.00
GALEUR,2.05300000,2.15600000,2.05200000,-0.06200000,-2.931%,8424.18900000
GALTRY,38.60000000,40.60000000,38.10000000,-1.60000000,-3.980%,245425.88400000
LDOBUSD,1.61800000,1.71400000,1.59700000,-0.04100000,-2.471%,1869227.52000000
LDOUSDT,1.61900000,1.71400000,1.60000000,-0.04100000,-2.470%,5501270.96000000
LDOBTC,0.00008006,0.00008355,0.00007946,-0.00000042,-0.522%,179878.23000000
ENSTRY,314.60000000,341.10000000,310.50000000,-21.20000000,-6.313%,15571.38000000
DAREUR,0.20014000,0.21845000,0.19827000,-0.01250000,-5.878%,303951.00000000
DARETH,0.00013250,0.00014180,0.00013160,-0.00000460,-3.355%,251671.10000000
ALGOETH,0.00021430,0.00021870,0.00021280,-0.00000170,-0.787%,115250.30000000
ALGOTRY,6.07500000,6.33300000,6.01000000,-0.19600000,-3.126%,690972.00000000
GALETH,0.00136800,0.00142300,0.00134300,-0.00001500,-1.085%,29426.19000000
EPXUSDT,0.00047600,0.00049100,0.00047000,-0.00000800,-1.653%,1207682565.00000000
EPXBUSD,0.00047500,0.00049000,0.00047000,-0.00001000,-2.062%,480007737.00000000
RUNETRY,28.17000000,29.59000000,27.87000000,-1.13000000,-3.857%,62450.02000000
GALBRL,10.83000000,11.41000000,10.83000000,-0.58000000,-5.083%,2396.40000000
STEEMBUSD,0.22940000,0.23550000,0.22710000,-0.00400000,-1.714%,416834.70000000
CVCBUSD,0.12230000,0.12810000,0.12150000,-0.00440000,-3.473%,453949.00000000
REIBUSD,0.03090000,0.03190000,0.03050000,-0.00090000,-2.830%,5425676.00000000
DREPBUSD,0.39040000,0.40080000,0.38750000,-0.00640000,-1.613%,533533.00000000
AKROBUSD,0.00355000,0.00366000,0.00349000,-0.00007000,-1.934%,35001097.00000000
PUNDIXBUSD,0.48500000,0.50900000,0.48100000,-0.01600000,-3.194%,925198.00000000
LUNCBUSD,0.00024191,0.00025478,0.00023300,-0.00000315,-1.285%,404158895597.77000000
USTCBUSD,0.04283569,0.04760000,0.03724847,0.00508727,13.488%,2102717409.00000000
OPBTC,0.00005430,0.00005492,0.00005123,0.00000027,0.500%,739098.41000000
OPBUSD,1.09900000,1.13900000,1.03300000,-0.01300000,-1.169%,12204878.50000000
OPUSDT,1.09900000,1.13800000,1.03300000,-0.01200000,-1.080%,37958265.47000000
OGBUSD,3.76900000,3.88800000,3.72300000,-0.11900000,-3.061%,40705.80000000
KEYBUSD,0.00443400,0.00456400,0.00439300,-0.00008900,-1.968%,22606538.00000000
ASRBUSD,3.00100000,3.08600000,2.91900000,-0.06600000,-2.152%,33899.90000000
FIROBUSD,2.21800000,2.29600000,2.20700000,-0.07100000,-3.102%,40832.60000000
NKNBUSD,0.08630000,0.09080000,0.08430000,-0.00310000,-3.468%,932644.00000000
OPBNB,0.00380400,0.00393100,0.00363800,-0.00005400,-1.400%,101193.70000000
OPEUR,1.10400000,1.13600000,1.03900000,0.00400000,0.364%,73698.22000000
GTOBUSD,0.01891000,0.01959000,0.01768000,-0.00031000,-1.613%,8834958.30000000
SNXETH,0.00156000,0.00164000,0.00154800,-0.00003300,-2.072%,16516.31000000
WBTCBUSD,20179.50000000,20756.88000000,20028.86000000,-438.82000000,-2.128%,20.93675000
BELETH,0.00036000,0.00036110,0.00034940,0.00000440,1.237%,94354.90000000
LITETH,0.00051610,0.00053540,0.00049980,-0.00000130,-0.251%,289506.60000000
LEVERUSDT,0.00148700,0.00163300,0.00146000,-0.00008000,-5.105%,1149096713.00000000
LEVERBUSD,0.00148900,0.00163500,0.00146000,-0.00007800,-4.978%,956074054.00000000
BURGERETH,0.00056000,0.00058100,0.00054200,0.00000700,1.266%,88738.32000000
PEOPLEETH,0.00001210,0.00001239,0.00001205,-0.00000011,-0.901%,1626454.00000000
UNFIETH,0.00373000,0.00380800,0.00369100,-0.00007800,-2.048%,5546.55000000
BONDETH,0.00321800,0.00329700,0.00315700,-0.00000900,-0.279%,8298.11300000
STORJTRY,7.79000000,8.24000000,7.75000000,-0.34000000,-4.182%,65443.10000000
OPETH,0.00073000,0.00073600,0.00068900,0.00001200,1.671%,652292.65000000
ETCTRY,465.60000000,484.20000000,453.70000000,-5.80000000,-1.230%,10527.20600000
WINGETH,0.00529800,0.00543500,0.00521500,-0.00003300,-0.619%,4298.45300000
FILETH,0.00344700,0.00347500,0.00338700,-0.00000800,-0.232%,10557.53000000
GLMBUSD,0.26470000,0.27300000,0.26250000,-0.00640000,-2.361%,601775.60000000
SSVBUSD,11.13000000,12.22000000,10.70000000,-0.68000000,-5.758%,284430.14700000
STGBTC,0.00002497,0.00002645,0.00002441,0.00000022,0.889%,283075.40000000
STGBUSD,0.50490000,0.54540000,0.49180000,-0.00580000,-1.136%,7470873.30000000
STGUSDT,0.50500000,0.54540000,0.49180000,-0.00520000,-1.019%,24690664.70000000
ANKRTRY,0.53470000,0.55710000,0.52840000,-0.01690000,-3.064%,8307309.00000000
ARKBUSD,0.37230000,0.38380000,0.36950000,-0.00920000,-2.412%,113543.00000000
BETHBUSD,1478.76000000,1548.17000000,1459.00000000,-43.07000000,-2.830%,1497.31900000
LOOMBUSD,0.04731000,0.04925000,0.04695000,-0.00123000,-2.534%,11347225.00000000
SNMBUSD,0.25260000,0.26600000,0.24700000,-0.01060000,-4.027%,4458348.00000000
AMBBUSD,0.01290000,0.01435000,0.01265000,-0.00096000,-6.926%,130378582.00000000
LUNCUSDT,0.00024186,0.00025480,0.00023287,-0.00000320,-1.306%,162819753061.95000000
PHBBUSD,0.55450000,0.59450000,0.54580000,-0.03970000,-6.681%,3673195.00000000
GASBUSD,2.29300000,2.43900000,2.25700000,-0.04300000,-1.841%,383888.00000000
NEBLBUSD,2.06100000,2.27500000,2.03200000,-0.16300000,-7.329%,1090585.20000000
PROSBUSD,0.62160000,0.65000000,0.60370000,-0.02240000,-3.478%,2269964.00000000
VIBBUSD,0.07234000,0.07850000,0.06900000,-0.00385000,-5.052%,114235849.00000000
GMXBTC,0.00190300,0.00200800,0.00188100,-0.00008800,-4.420%,3768.97700000
GMXBUSD,38.63000000,41.66000000,37.86000000,-2.46000000,-5.996%,57343.52800000
GMXUSDT,38.59000000,41.75000000,37.84000000,-2.53000000,-6.160%,68326.60100000
AGIXBUSD,0.04866000,0.05132000,0.04803000,-0.00210000,-4.137%,20520771.00000000
NEBLUSDT,2.05300000,2.27500000,2.02300000,-0.16600000,-7.481%,503484.20000000
SNTBUSD,0.02868000,0.03000000,0.02780000,0.00025000,0.879%,14462306.00000000
POLYXBTC,0.00000853,0.00000917,0.00000831,-0.00000034,-3.833%,1801453.80000000
POLYXBUSD,0.17280000,0.18370000,0.16760000,-0.01040000,-5.677%,11090580.80000000
POLYXUSDT,0.17270000,0.18360000,0.16780000,-0.01060000,-5.783%,16079659.20000000
APTBTC,0.00040218,0.00045434,0.00039266,-0.00005215,-11.478%,1195887.24000000
APTUSDT,8.14020000,9.36650000,7.93370000,-1.22170000,-13.050%,16608688.08000000
APTBUSD,8.14470000,9.36630000,7.92260000,-1.22130000,-13.040%,8393028.25000000
BTCPLN,97866.00000000,100197.00000000,96868.00000000,-1790.00000000,-1.796%,57.06443000
ETHPLN,7294.00000000,7612.00000000,7186.00000000,-190.00000000,-2.539%,92.22920000
BUSDPLN,4.83800000,4.85300000,4.79600000,0.00700000,0.145%,368777.00000000
APTEUR,8.17540000,9.31590000,7.99740000,-1.12860000,-12.130%,34986.10000000
APTTRY,153.00000000,175.40000000,149.30000000,-22.30000000,-12.721%,790296.53000000
